sport,religion,cute,audio,shop,sentimental,bad_boy,age
1.5,0.0,0.0,0.4,0.0,0.0,0.0,18.261
0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.4,0.25,0.0,0.0,0.4,0.0,0.0,18.73
0.1,0.0,0.0,0.2,0.0,0.0,0.0,19.149
0.0,0.0,0.0,0.0,0.2,0.4,0.0,18.459
0.0,0.0,0.0,0.0,0.0,0.0,0.25,18.385
0.1,0.0,1.3333333333333333,1.0,0.0,0.0,0.5,
0.0,0.75,1.0,0.2,0.8,0.0,0.25,18.825
0.1,0.0,0.3333333333333333,0.8,0.4,0.2,0.0,19.217
0.1,0.0,0.3333333333333333,0.0,0.0,0.2,1.25,19.077
0.1,0.0,0.0,0.0,0.0,0.8,0.0,18.713
0.1,0.25,0.0,0.0,0.6,0.4,0.0,18.667
0.2,0.25,0.3333333333333333,0.4,0.6,0.4,0.0,18.809
0.3,0.0,0.0,1.8,0.2,0.0,0.0,18.825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.836
0.0,0.0,0.0,0.0,0.0,0.2,0.75,
0.2,0.0,0.0,0.0,0.0,0.0,0.25,19.718
0.2,0.0,0.0,9.6,0.0,0.2,0.0,19.017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,0.0,0.4,0.0,0.2,0.75,18.68
1.0,0.5,1.3333333333333333,2.0,1.8,1.0,0.0,19.255
0.1,0.25,0.0,0.0,0.4,0.2,0.0,18.409000000000002
0.3,0.25,0.3333333333333333,0.0,1.4,0.2,0.25,18.852999999999998
0.2,0.0,0.0,0.0,0.0,0.2,0.0,17.199
0.1,0.0,0.0,0.0,0.4,0.2,0.0,18.59
0.1,2.5,0.0,0.8,0.4,0.2,0.0,19.006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.064
0.2,0.0,0.0,0.2,0.0,0.0,0.0,18.612000000000002
0.3,0.0,0.0,0.0,0.0,0.2,0.0,18.430999999999997
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.675
0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81
0.0,0.25,0.6666666666666666,1.2,0.2,0.2,0.25,18.625999999999998
0.0,0.0,0.0,0.0,0.0,0.4,0.0,18.062
0.0,0.0,0.0,0.2,0.0,0.0,0.0,
0.0,4.75,0.0,0.8,0.8,0.0,0.0,19.113
0.5,0.25,0.3333333333333333,0.4,0.2,0.2,0.0,18.656
0.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,18.669
0.0,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,18.13
0.0,0.0,0.0,0.4,0.0,0.0,0.0,18.987000000000002
0.0,0.0,0.6666666666666666,0.8,0.8,0.2,0.0,18.281
0.0,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,
0.1,0.0,1.0,0.2,0.0,0.0,0.5,18.171
0.2,0.0,0.0,0.2,0.0,0.0,1.0,18.762
0.3,0.0,0.0,1.0,0.0,0.0,0.0,19.023
0.0,2.25,0.0,1.6,0.0,0.2,0.0,19.11
0.4,0.25,0.0,0.8,0.0,0.0,0.0,18.393
0.0,0.0,0.0,0.2,0.2,0.2,0.0,18.595
0.1,0.25,0.0,0.2,0.4,0.2,0.25,19.127
0.7,0.25,0.0,0.4,0.0,0.0,0.0,18.363
0.1,0.0,2.3333333333333335,1.4,0.6,1.0,0.0,18.798
0.2,0.25,0.0,0.2,0.2,0.0,0.0,19.562
0.3,3.25,0.0,0.0,0.2,0.0,0.25,18.705
0.1,0.0,0.0,0.4,0.0,0.2,0.0,
0.0,0.0,0.0,0.4,0.0,0.0,0.0,18.439
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.634
0.1,0.75,0.0,0.0,0.0,0.2,0.0,17.817999999999998
0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,18.867
0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.795
0.1,0.25,0.3333333333333333,0.0,0.0,0.4,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.0,0.8,0.4,0.0,18.771
0.6,0.25,0.0,0.0,0.2,0.2,0.0,18.105
0.0,0.0,0.0,0.8,0.0,0.0,0.0,
0.0,0.25,0.3333333333333333,0.2,0.0,0.0,0.0,18.311
0.1,0.0,0.0,0.0,0.2,0.0,0.0,
0.0,0.0,1.6666666666666667,0.4,0.2,0.2,0.0,18.705
0.7,0.25,0.6666666666666666,0.0,0.2,0.6,0.0,18.114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.6,0.0,0.0,0.0,18.891
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.875
0.5,1.0,0.0,0.2,0.0,0.4,0.25,19.129
0.1,0.0,0.0,0.2,0.0,0.2,0.0,18.749000000000002
0.1,0.5,0.3333333333333333,0.2,0.2,0.4,0.0,18.916
0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.817999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.549
0.0,0.0,0.0,0.6,0.0,0.2,0.0,19.201
0.1,0.0,0.0,0.2,0.0,0.2,0.0,18.543
0.0,0.25,1.6666666666666667,0.4,0.8,0.0,0.5,18.261
0.6,0.75,2.6666666666666665,0.2,2.0,0.4,0.0,19.143
0.0,2.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,19.088
0.9,0.0,0.0,0.2,0.0,0.0,0.0,18.987000000000002
0.4,0.0,0.0,1.4,0.0,0.0,1.25,19.121
0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,18.612000000000002
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.598
0.0,0.25,0.0,0.6,0.6,0.2,0.25,19.515
0.0,2.75,1.0,1.0,0.2,0.0,0.0,18.549
0.0,0.75,0.3333333333333333,0.2,0.2,0.2,0.0,18.448
0.4,0.0,0.0,0.2,0.4,0.4,0.0,18.625999999999998
0.0,0.5,0.0,0.2,0.0,0.2,0.25,19.006
0.0,0.0,0.0,0.6,0.2,0.0,0.0,18.198
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.305
0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.576
3.1,1.0,1.3333333333333333,1.2,0.6,2.0,1.5,18.932000000000002
0.1,0.0,0.0,1.6,0.0,0.0,0.0,18.226
0.1,0.0,0.0,0.6,0.0,0.0,0.0,18.272000000000002
0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.250999999999998
0.0,0.25,0.0,0.0,0.0,0.0,0.0,19.236
0.2,0.0,0.0,0.4,0.0,0.0,0.25,17.952
0.8,0.0,0.0,0.0,0.0,0.0,0.0,18.5
0.0,0.0,0.0,0.4,1.2,0.2,0.0,18.59
0.1,0.0,0.0,1.4,0.0,0.0,0.0,19.006
0.1,0.25,0.0,0.0,0.0,0.0,0.0,19.201
0.1,0.0,0.6666666666666666,0.2,0.2,0.0,0.0,18.434
0.0,0.0,0.3333333333333333,0.4,0.6,1.6,0.25,18.549
0.1,0.0,0.0,0.0,0.2,0.0,0.0,18.338
0.0,0.0,0.0,0.6,0.2,0.0,0.0,18.68
0.1,0.75,0.3333333333333333,0.2,0.0,0.6,0.0,18.067
0.3,0.25,1.0,0.6,0.2,0.0,0.0,17.895
0.3,0.0,0.0,0.4,0.0,0.0,0.0,17.374000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.294
0.0,0.0,0.0,0.0,0.4,0.0,0.0,18.352
0.3,0.0,0.0,0.0,0.2,0.0,0.0,18.727
0.1,0.25,0.0,0.0,0.0,0.0,0.25,18.935
0.1,0.25,0.6666666666666666,0.2,0.6,0.6,0.0,18.437
0.0,5.5,0.6666666666666666,0.6,0.0,0.0,0.0,18.658
0.1,0.25,0.0,0.2,0.4,0.2,0.0,18.396
0.0,0.25,0.0,0.2,0.0,0.0,0.25,18.921
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.105
0.8,0.0,0.0,0.6,0.0,0.2,0.0,18.401
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.839000000000002
0.0,0.0,0.0,0.0,0.0,0.4,0.5,19.373
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.538
0.0,0.0,0.0,0.6,0.0,0.2,0.25,18.932000000000002
0.0,0.75,0.0,0.0,0.0,0.0,0.0,18.76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.357
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.897000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.809
0.5,0.25,0.3333333333333333,0.8,0.6,0.4,0.0,18.672
0.1,0.0,0.6666666666666666,0.2,0.8,0.4,0.0,18.938
0.0,1.0,0.0,0.2,0.0,0.0,0.0,18.845
0.0,0.25,0.0,0.0,0.0,0.0,0.25,18.834
0.0,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,18.546
0.1,0.0,0.0,1.4,0.0,0.2,0.25,18.664
0.0,0.5,0.0,0.0,0.0,0.0,0.0,18.743
0.0,0.25,1.6666666666666667,0.6,0.8,0.2,0.0,18.064
0.1,0.0,0.0,0.2,0.0,0.2,0.0,18.430999999999997
0.1,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,0.0,0.2,0.0,0.2,0.0,
0.1,0.0,0.6666666666666666,0.2,0.4,0.2,0.25,
0.3,0.0,1.0,1.4,0.4,1.0,0.75,18.53
0.0,0.0,0.0,0.2,0.0,0.2,0.0,18.204
0.2,0.0,0.0,0.2,0.4,0.2,0.0,17.158
0.0,0.0,0.0,0.0,0.0,0.4,0.0,18.538
0.2,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.0,0.0,0.2,0.0,0.0,0.0,18.812
0.0,0.0,0.0,0.6,0.0,0.2,0.0,20.238
0.0,0.0,0.0,0.0,0.0,0.0,0.25,19.149
0.2,0.0,0.0,0.2,0.6,0.0,0.0,18.992
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.527
0.0,0.5,0.0,0.0,0.0,0.0,0.25,18.954
0.0,0.25,0.0,0.2,0.0,0.0,0.0,
0.0,0.25,0.0,0.2,0.2,0.0,0.75,18.33
0.0,0.0,0.0,1.0,0.2,0.0,0.0,
0.0,0.0,0.6666666666666666,0.0,0.2,0.0,0.0,18.223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.683
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.686
0.0,0.0,0.0,0.0,0.2,0.0,0.5,18.631
0.3,0.0,0.0,0.2,0.0,0.0,0.25,18.864
0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,19.225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.25,0.0,0.0,0.4,0.0,0.0,18.653
0.0,0.0,0.0,0.2,0.0,0.2,0.0,18.207
0.0,0.0,0.0,0.4,0.0,0.2,0.0,18.995
0.7,0.25,0.0,0.0,0.0,0.0,0.0,18.278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.598
0.3,0.0,0.0,0.2,0.0,0.0,0.0,19.097
0.0,0.25,0.0,0.4,0.2,0.0,0.0,
0.1,1.0,0.0,1.4,0.0,0.4,0.0,18.289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.815
0.0,0.0,0.0,1.6,0.0,0.0,0.0,18.957
0.1,0.0,0.3333333333333333,0.0,0.6,0.0,0.0,18.283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.343
0.0,0.5,0.0,0.2,0.0,0.0,0.0,19.242
0.0,0.0,0.0,0.8,0.0,0.0,0.0,17.843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.204
0.6,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,18.965
0.0,0.25,0.0,0.6,0.2,1.0,0.0,18.998
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.434
0.6,0.0,0.0,0.2,0.6,0.0,0.0,18.908
0.0,0.0,0.3333333333333333,0.6,0.2,0.2,0.0,18.752
0.1,0.0,0.0,0.2,0.0,0.0,0.0,19.031
0.3,0.0,0.3333333333333333,1.0,0.4,0.2,0.0,
0.3,1.0,0.3333333333333333,0.8,0.4,1.4,0.75,18.294
0.0,0.0,0.0,0.2,0.2,0.8,0.0,20.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.869
0.0,0.0,0.3333333333333333,0.2,0.0,0.2,0.25,18.570999999999998
0.0,0.0,0.0,0.2,0.0,0.2,0.0,18.078
0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,18.42
0.2,0.25,0.3333333333333333,0.2,0.0,0.2,0.0,18.757
0.2,0.0,0.0,1.0,0.2,0.0,0.0,18.352
0.1,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,19.19
0.0,0.5,0.0,0.2,0.0,0.0,0.0,18.409000000000002
0.6,0.25,0.0,0.2,0.0,0.4,0.5,18.467
0.0,0.0,0.0,0.2,0.8,0.0,0.0,14.209000000000001
0.5,0.0,0.3333333333333333,0.4,0.2,0.0,0.0,19.425
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.535
0.1,0.0,0.0,0.0,0.0,0.0,0.25,
0.0,2.25,0.6666666666666666,0.0,0.4,0.0,0.0,18.374000000000002
0.0,0.0,0.0,0.2,0.0,0.4,0.0,18.475
0.2,0.25,0.0,0.4,0.8,0.4,0.25,19.203
0.0,0.0,0.0,0.0,0.2,0.4,0.0,19.253
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.396
0.0,0.0,0.0,0.0,0.2,0.4,0.0,19.195
0.1,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,18.442
0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.839000000000002
0.2,0.0,0.0,0.4,0.2,0.0,0.25,18.39
0.0,0.0,0.0,0.0,0.0,0.4,0.0,19.116
0.2,0.25,0.0,0.8,0.4,0.0,0.0,19.154
0.2,1.25,0.6666666666666666,0.0,0.2,0.2,0.0,18.349
0.0,0.0,0.0,0.4,0.0,0.0,0.0,18.398
0.2,0.5,0.0,0.2,0.2,0.2,0.0,18.453
0.2,0.75,0.3333333333333333,0.0,0.4,0.2,0.0,19.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.239
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.675
0.0,1.5,0.0,0.2,0.0,0.0,0.5,18.264
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.795
0.1,0.0,0.0,0.4,0.0,0.0,0.0,18.430999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.242
0.1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.198
0.2,0.75,0.0,0.2,0.0,0.0,0.0,18.579
0.0,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,18.705
0.6,0.0,0.0,0.2,0.0,0.2,0.0,19.296
0.6,0.5,0.0,0.4,0.0,0.0,0.5,18.387
0.0,0.0,0.0,0.6,0.4,0.0,0.0,18.275
0.0,0.25,0.0,0.4,0.0,0.4,0.0,18.727
0.0,0.0,0.0,0.2,0.2,0.0,0.0,19.195
0.2,0.0,0.3333333333333333,0.2,0.2,0.2,0.0,18.91
0.2,0.0,0.3333333333333333,0.0,0.2,0.4,0.0,18.256
0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.625999999999998
0.3,0.5,0.6666666666666666,0.2,0.0,0.6,0.0,20.137
0.2,0.0,0.3333333333333333,0.4,0.0,0.4,0.0,18.53
0.0,0.0,0.0,0.0,0.0,0.0,0.25,18.308
0.2,0.0,0.0,1.2,0.0,0.2,0.0,19.222
0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.984
0.0,1.5,0.0,0.0,0.0,0.0,0.25,18.409000000000002
0.0,0.25,1.0,0.0,0.4,0.0,0.0,19.127
0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.605999999999998
0.0,1.5,0.0,1.4,0.0,0.0,0.0,19.047
0.0,0.0,1.0,0.6,0.2,0.2,0.0,18.042
0.0,0.75,0.6666666666666666,0.4,0.2,0.0,0.0,18.475
0.2,0.5,0.0,0.8,0.0,0.0,0.0,18.724
0.2,1.0,0.0,0.4,0.0,0.2,0.0,18.401
0.1,0.0,0.0,0.0,0.2,0.0,0.25,18.787
0.3,0.0,0.0,0.2,0.0,0.0,0.0,18.442
0.0,1.25,0.0,0.4,0.0,0.0,0.5,18.423
0.1,0.0,0.0,0.0,0.0,0.2,0.25,18.793
0.6,0.0,0.0,0.0,0.0,0.0,0.5,18.817
0.0,0.25,0.3333333333333333,0.0,0.0,0.6,0.5,18.453
0.0,0.0,0.3333333333333333,0.4,0.0,0.2,0.0,14.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.570999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.645
0.2,0.25,0.3333333333333333,0.2,0.2,0.8,0.0,18.261
0.0,0.5,0.0,0.0,0.4,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.102
0.2,0.0,0.0,0.2,0.0,0.0,0.0,18.248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14
0.1,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,18.289
0.0,0.0,0.0,0.2,0.0,0.2,0.0,19.151
0.1,0.5,0.3333333333333333,0.2,0.2,0.0,0.5,19.02
0.0,0.0,0.0,0.8,0.0,0.0,0.0,18.204
0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.93
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.965
0.1,0.0,0.0,0.2,0.0,0.6,0.5,
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.894000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.845
0.9,0.0,0.0,0.2,0.0,0.0,0.0,18.887999999999998
0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.39
0.0,0.25,1.0,0.4,0.0,0.0,0.25,18.250999999999998
0.0,0.0,0.0,0.4,0.2,0.0,0.0,
0.1,0.0,0.0,0.0,0.0,0.0,0.0,17.281
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.187
0.4,0.0,0.3333333333333333,0.8,0.2,0.0,0.0,19.08
0.0,0.0,0.3333333333333333,0.4,0.2,0.4,0.0,18.396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.382
0.0,0.0,0.0,0.0,0.0,0.0,0.25,86.13600000000001
0.4,0.5,1.0,0.6,0.0,0.0,0.0,19.113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.244
0.2,0.0,0.0,0.4,0.2,0.0,0.0,19.515
0.1,2.25,0.3333333333333333,0.2,0.2,0.0,0.0,
0.0,0.5,0.0,0.0,0.0,0.0,0.5,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.171
0.0,0.25,0.0,0.4,0.0,0.0,0.0,18.313
0.1,0.0,0.0,0.2,0.0,0.0,0.0,20.008
0.0,0.25,0.0,0.0,0.0,0.0,0.0,
0.1,2.25,0.6666666666666666,0.0,0.0,0.0,0.0,18.512999999999998
0.3,0.0,0.0,0.2,0.4,0.0,0.5,
0.1,0.25,0.3333333333333333,0.4,0.2,0.2,0.0,19.211
0.0,0.0,0.0,0.8,0.0,0.0,0.0,18.957
0.8,0.75,1.0,0.4,0.2,0.6,1.0,19.154
0.8,2.5,0.0,0.8,0.4,0.2,0.0,19.069000000000003
0.3,0.25,0.0,0.4,0.0,0.0,0.75,
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.605999999999998
0.0,0.25,0.6666666666666666,0.0,0.6,0.4,0.0,18.324
0.0,0.0,0.0,0.2,0.0,0.2,0.25,
0.1,0.25,0.0,0.2,0.0,0.0,0.25,18.7
0.1,0.25,0.0,0.4,0.0,0.4,0.0,18.472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.045
0.0,0.0,0.0,0.2,0.0,0.0,0.25,18.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.053
0.1,0.0,0.3333333333333333,0.2,0.0,0.8,0.0,18.311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.461
0.1,0.5,0.0,0.4,0.4,0.0,0.0,18.311
0.2,0.0,0.0,0.0,0.8,0.2,0.0,18.798
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68
0.0,0.0,0.0,0.6,0.4,0.2,0.0,18.149
0.0,0.0,0.0,0.0,0.0,0.0,0.25,19.904
0.7,0.0,0.0,0.2,0.2,0.2,0.0,19.14
0.4,0.0,1.6666666666666667,3.0,0.2,1.4,0.0,17.977
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.25,0.0,0.2,0.0,0.2,0.0,18.346
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.201
0.1,0.0,1.3333333333333333,0.4,0.0,0.0,0.0,18.658
